cpdate,datestr2,cp
733859.479166667,2009-03-27 11:30,81.83
733859.5,2009-03-27 12:00,81.99
733859.520833333,2009-03-27 12:30,81.8
733859.541666667,2009-03-27 13:00,81.62
733862.291666667,2009-03-30 07:00,79.29
733862.3125,2009-03-30 07:30,79.21
733862.333333333,2009-03-30 08:00,78.8
733862.354166667,2009-03-30 08:30,78.6
733862.375,2009-03-30 09:00,78.76
733862.395833333,2009-03-30 09:30,78.98
733862.416666667,2009-03-30 10:00,78.65
733862.4375,2009-03-30 10:30,78.78
733862.458333333,2009-03-30 11:00,78.29
733862.479166667,2009-03-30 11:30,78.42
733862.5,2009-03-30 12:00,77.99
733862.520833333,2009-03-30 12:30,78.43
733862.541666667,2009-03-30 13:00,78.79
733863.291666667,2009-03-31 07:00,79.24
733863.3125,2009-03-31 07:30,79.6
733863.333333333,2009-03-31 08:00,79.58
733863.354166667,2009-03-31 08:30,79.91
733863.375,2009-03-31 09:00,79.89
733863.395833333,2009-03-31 09:30,79.62
733863.416666667,2009-03-31 10:00,79.95
733863.4375,2009-03-31 10:30,80.21
733863.458333333,2009-03-31 11:00,80.4
733863.479166667,2009-03-31 11:30,80.54
733863.5,2009-03-31 12:00,80.81
733863.520833333,2009-03-31 12:30,80.83
733863.541666667,2009-03-31 13:00,79.48
733864.291666667,2009-04-01 07:00,78.9
733864.3125,2009-04-01 07:30,79.79
733864.333333333,2009-04-01 08:00,80.14
733864.354166667,2009-04-01 08:30,80.29
733864.375,2009-04-01 09:00,80.51
733864.395833333,2009-04-01 09:30,80.66
733864.416666667,2009-04-01 10:00,80.36
733864.4375,2009-04-01 10:30,80.55
733864.458333333,2009-04-01 11:00,80.96
733864.479166667,2009-04-01 11:30,80.98
733864.5,2009-04-01 12:00,81.06
733864.520833333,2009-04-01 12:30,80.65
733864.541666667,2009-04-01 13:00,81.03
733865.291666667,2009-04-02 07:00,83.37
733865.3125,2009-04-02 07:30,83.08
733865.333333333,2009-04-02 08:00,83.66
733865.354166667,2009-04-02 08:30,84.15
733865.375,2009-04-02 09:00,84.03
733865.395833333,2009-04-02 09:30,84.45
733865.416666667,2009-04-02 10:00,84.17
733865.4375,2009-04-02 10:30,83.85
733865.458333333,2009-04-02 11:00,83.68
733865.479166667,2009-04-02 11:30,84.06
733865.5,2009-04-02 12:00,84.03
733865.520833333,2009-04-02 12:30,83.91
733865.541666667,2009-04-02 13:00,83.41
733866.291666667,2009-04-03 07:00,83.36
733866.3125,2009-04-03 07:30,83.1
733866.333333333,2009-04-03 08:00,82.95
733866.354166667,2009-04-03 08:30,82.97
733866.375,2009-04-03 09:00,83.35
733866.395833333,2009-04-03 09:30,83.66
733866.416666667,2009-04-03 10:00,83.43
733866.4375,2009-04-03 10:30,83.56
733866.458333333,2009-04-03 11:00,83.75
733866.479166667,2009-04-03 11:30,84.14
733866.5,2009-04-03 12:00,84
733866.520833333,2009-04-03 12:30,83.52
733866.541666667,2009-04-03 13:00,84.26
733869.291666667,2009-04-06 07:00,83.17
733869.3125,2009-04-06 07:30,82.84
733869.333333333,2009-04-06 08:00,82.97
733869.354166667,2009-04-06 08:30,82.87
733869.375,2009-04-06 09:00,82.54
733869.395833333,2009-04-06 09:30,82.39
733869.416666667,2009-04-06 10:00,82.72
733869.4375,2009-04-06 10:30,82.59
733869.458333333,2009-04-06 11:00,82.89
733869.479166667,2009-04-06 11:30,82.97
733869.5,2009-04-06 12:00,83
733869.520833333,2009-04-06 12:30,83.1
733869.541666667,2009-04-06 13:00,83.5
733870.291666667,2009-04-07 07:00,81.97
733870.3125,2009-04-07 07:30,82.23
733870.333333333,2009-04-07 08:00,82.38
733870.354166667,2009-04-07 08:30,82.3
733870.375,2009-04-07 09:00,82.13
733870.395833333,2009-04-07 09:30,82.12
733870.416666667,2009-04-07 10:00,82.31
733870.4375,2009-04-07 10:30,81.79
733870.458333333,2009-04-07 11:00,81.73
733870.479166667,2009-04-07 11:30,81.74
733870.5,2009-04-07 12:00,81.84
733870.520833333,2009-04-07 12:30,81.88
733870.541666667,2009-04-07 13:00,81.59
733871.291666667,2009-04-08 07:00,82.24
733871.3125,2009-04-08 07:30,81.67
733871.333333333,2009-04-08 08:00,81.93
733871.354166667,2009-04-08 08:30,82.12
733871.375,2009-04-08 09:00,82.29
733871.395833333,2009-04-08 09:30,82.43
733871.416666667,2009-04-08 10:00,82.8
733871.4375,2009-04-08 10:30,82.71
733871.458333333,2009-04-08 11:00,82.6
733871.479166667,2009-04-08 11:30,82.19
733871.5,2009-04-08 12:00,82.01
733871.520833333,2009-04-08 12:30,81.95
733871.541666667,2009-04-08 13:00,82.54
733872.291666667,2009-04-09 07:00,85.05
733872.3125,2009-04-09 07:30,85
733872.333333333,2009-04-09 08:00,84.8
733872.354166667,2009-04-09 08:30,84.59
733872.375,2009-04-09 09:00,84.72
733872.395833333,2009-04-09 09:30,84.79
733872.416666667,2009-04-09 10:00,84.77
733872.4375,2009-04-09 10:30,84.87
733872.458333333,2009-04-09 11:00,85.06
733872.479166667,2009-04-09 11:30,84.94
733872.5,2009-04-09 12:00,85.31
733872.520833333,2009-04-09 12:30,85.35
733872.541666667,2009-04-09 13:00,85.81
733876.291666667,2009-04-13 07:00,84.7
733876.3125,2009-04-13 07:30,85.32
733876.333333333,2009-04-13 08:00,85.09
733876.354166667,2009-04-13 08:30,85.15
733876.375,2009-04-13 09:00,84.98
733876.395833333,2009-04-13 09:30,85.17
733876.416666667,2009-04-13 10:00,85.4
733876.4375,2009-04-13 10:30,85.59
733876.458333333,2009-04-13 11:00,85.83
733876.479166667,2009-04-13 11:30,85.6
733876.5,2009-04-13 12:00,85.54
733876.520833333,2009-04-13 12:30,86.19
733876.541666667,2009-04-13 13:00,85.83
733877.291666667,2009-04-14 07:00,85.03
733877.3125,2009-04-14 07:30,85.36
733877.333333333,2009-04-14 08:00,85.51
733877.354166667,2009-04-14 08:30,85.03
733877.375,2009-04-14 09:00,85.11
733877.395833333,2009-04-14 09:30,84.94
733877.416666667,2009-04-14 10:00,84.28
733877.4375,2009-04-14 10:30,84.38
733877.458333333,2009-04-14 11:00,84.41
733877.479166667,2009-04-14 11:30,84.65
733877.5,2009-04-14 12:00,84.7
733877.520833333,2009-04-14 12:30,84.62
733877.541666667,2009-04-14 13:00,84.31
733878.291666667,2009-04-15 07:00,84.28
733878.3125,2009-04-15 07:30,84.42
733878.333333333,2009-04-15 08:00,83.98
733878.354166667,2009-04-15 08:30,84.06
733878.375,2009-04-15 09:00,84.41
733878.395833333,2009-04-15 09:30,84.4
733878.416666667,2009-04-15 10:00,84.74
733878.4375,2009-04-15 10:30,84.52
733878.458333333,2009-04-15 11:00,84.38
733878.479166667,2009-04-15 11:30,84
733878.5,2009-04-15 12:00,84.01
733878.520833333,2009-04-15 12:30,84.52
733878.541666667,2009-04-15 13:00,85.3
733879.291666667,2009-04-16 07:00,85.45
733879.3125,2009-04-16 07:30,85.37
733879.333333333,2009-04-16 08:00,84.96
733879.354166667,2009-04-16 08:30,85.23
733879.375,2009-04-16 09:00,85.5
733879.395833333,2009-04-16 09:30,85.43
733879.416666667,2009-04-16 10:00,85.75
733879.4375,2009-04-16 10:30,85.79
733879.458333333,2009-04-16 11:00,85.66
733879.479166667,2009-04-16 11:30,86.13
733879.5,2009-04-16 12:00,86.66
733879.520833333,2009-04-16 12:30,86.87
733879.541666667,2009-04-16 13:00,86.56
733880.291666667,2009-04-17 07:00,86.59
733880.3125,2009-04-17 07:30,86.54
733880.333333333,2009-04-17 08:00,86.39
733880.354166667,2009-04-17 08:30,86.52
733880.375,2009-04-17 09:00,86.74
733880.395833333,2009-04-17 09:30,86.89
733880.416666667,2009-04-17 10:00,86.93
733880.4375,2009-04-17 10:30,87.17
733880.458333333,2009-04-17 11:00,87.38
733880.479166667,2009-04-17 11:30,87.36
733880.5,2009-04-17 12:00,87.11
733880.520833333,2009-04-17 12:30,87.47
733880.541666667,2009-04-17 13:00,87.13
733883.291666667,2009-04-20 07:00,84.97
733883.3125,2009-04-20 07:30,84.6
733883.333333333,2009-04-20 08:00,84.29
733883.354166667,2009-04-20 08:30,84.37
733883.375,2009-04-20 09:00,84.17
733883.395833333,2009-04-20 09:30,84.1
733883.416666667,2009-04-20 10:00,84.21
733883.4375,2009-04-20 10:30,83.74
733883.458333333,2009-04-20 11:00,83.97
733883.479166667,2009-04-20 11:30,83.84
733883.5,2009-04-20 12:00,83.55
733883.520833333,2009-04-20 12:30,83.52
733883.541666667,2009-04-20 13:00,83.41
733884.291666667,2009-04-21 07:00,83.42
733884.3125,2009-04-21 07:30,83.05
733884.333333333,2009-04-21 08:00,83.5
733884.354166667,2009-04-21 08:30,83.99
733884.375,2009-04-21 09:00,84.27
733884.395833333,2009-04-21 09:30,84.32
733884.416666667,2009-04-21 10:00,84.36
733884.4375,2009-04-21 10:30,84.31
733884.458333333,2009-04-21 11:00,84.38
733884.479166667,2009-04-21 11:30,84.36
733884.5,2009-04-21 12:00,84.39
733884.520833333,2009-04-21 12:30,84.79
733884.541666667,2009-04-21 13:00,85.06
733885.291666667,2009-04-22 07:00,84.63
733885.3125,2009-04-22 07:30,85.85
733885.333333333,2009-04-22 08:00,85.58
733885.354166667,2009-04-22 08:30,85.86
733885.375,2009-04-22 09:00,86.1
733885.395833333,2009-04-22 09:30,85.55
733885.416666667,2009-04-22 10:00,85.29
733885.4375,2009-04-22 10:30,85.54
733885.458333333,2009-04-22 11:00,85.36
733885.479166667,2009-04-22 11:30,85.94
733885.5,2009-04-22 12:00,85.95
733885.520833333,2009-04-22 12:30,85.79
733885.541666667,2009-04-22 13:00,84.53
733886.291666667,2009-04-23 07:00,84.34
733886.3125,2009-04-23 07:30,84.54
733886.333333333,2009-04-23 08:00,84.02
733886.354166667,2009-04-23 08:30,83.85
733886.375,2009-04-23 09:00,83.77
733886.395833333,2009-04-23 09:30,84.12
733886.416666667,2009-04-23 10:00,84.28
733886.4375,2009-04-23 10:30,84.7
733886.458333333,2009-04-23 11:00,84.69
733886.479166667,2009-04-23 11:30,84.66
733886.5,2009-04-23 12:00,84.73
733886.520833333,2009-04-23 12:30,84.5
733886.541666667,2009-04-23 13:00,85.35
733887.291666667,2009-04-24 07:00,86.27
733887.3125,2009-04-24 07:30,86.02
733887.333333333,2009-04-24 08:00,86.34
733887.354166667,2009-04-24 08:30,86.44
733887.375,2009-04-24 09:00,86.71
733887.395833333,2009-04-24 09:30,86.63
733887.416666667,2009-04-24 10:00,86.86
733887.4375,2009-04-24 10:30,86.83
733887.458333333,2009-04-24 11:00,86.57
733887.479166667,2009-04-24 11:30,86.48
733887.5,2009-04-24 12:00,87.07
733887.520833333,2009-04-24 12:30,87.02
733887.541666667,2009-04-24 13:00,86.65
733890.291666667,2009-04-27 07:00,86.18
733890.3125,2009-04-27 07:30,86.38
733890.333333333,2009-04-27 08:00,86.84
733890.354166667,2009-04-27 08:30,86.8
733890.375,2009-04-27 09:00,86.84
733890.395833333,2009-04-27 09:30,86.66
733890.416666667,2009-04-27 10:00,86.4
733890.4375,2009-04-27 10:30,85.92
733890.458333333,2009-04-27 11:00,85.74
733890.479166667,2009-04-27 11:30,85.78
733890.5,2009-04-27 12:00,85.96
733890.520833333,2009-04-27 12:30,85.8
733890.541666667,2009-04-27 13:00,85.85
733891.291666667,2009-04-28 07:00,85.52
733891.3125,2009-04-28 07:30,86.02
733891.333333333,2009-04-28 08:00,86.01
733891.354166667,2009-04-28 08:30,85.79
733891.375,2009-04-28 09:00,85.76
733891.395833333,2009-04-28 09:30,86.07
733891.416666667,2009-04-28 10:00,86.08
733891.4375,2009-04-28 10:30,85.86
733891.458333333,2009-04-28 11:00,85.88
733891.479166667,2009-04-28 11:30,86.32
733891.5,2009-04-28 12:00,86.24
733891.520833333,2009-04-28 12:30,85.88
733891.541666667,2009-04-28 13:00,85.59
733892.291666667,2009-04-29 07:00,86.91
733892.3125,2009-04-29 07:30,87.23
733892.333333333,2009-04-29 08:00,87.39
733892.354166667,2009-04-29 08:30,87.59
733892.375,2009-04-29 09:00,87.35
733892.395833333,2009-04-29 09:30,87.34
733892.416666667,2009-04-29 10:00,87.37
733892.4375,2009-04-29 10:30,87.83
733892.458333333,2009-04-29 11:00,87.68
733892.479166667,2009-04-29 11:30,87.81
733892.5,2009-04-29 12:00,87.83
733892.520833333,2009-04-29 12:30,87.27
733892.541666667,2009-04-29 13:00,87.44
733893.291666667,2009-04-30 07:00,88.48
733893.3125,2009-04-30 07:30,88.79
733893.333333333,2009-04-30 08:00,88.79
733893.354166667,2009-04-30 08:30,88.8
733893.375,2009-04-30 09:00,88.33
733893.395833333,2009-04-30 09:30,88.33
733893.416666667,2009-04-30 10:00,87.66
733893.4375,2009-04-30 10:30,87.3
733893.458333333,2009-04-30 11:00,87.65
733893.479166667,2009-04-30 11:30,87.9
733893.5,2009-04-30 12:00,87.83
733893.520833333,2009-04-30 12:30,87.3
733893.541666667,2009-04-30 13:00,87.4
733894.291666667,2009-05-01 07:00,87.36
733894.3125,2009-05-01 07:30,86.91
733894.333333333,2009-05-01 08:00,87.16
733894.354166667,2009-05-01 08:30,87.6
733894.375,2009-05-01 09:00,87.37
733894.395833333,2009-05-01 09:30,87.38
733894.416666667,2009-05-01 10:00,87.59
733894.4375,2009-05-01 10:30,87.89
733894.458333333,2009-05-01 11:00,87.89
733894.479166667,2009-05-01 11:30,87.82
733894.5,2009-05-01 12:00,87.68
733894.520833333,2009-05-01 12:30,87.32
733894.541666667,2009-05-01 13:00,87.87
733897.291666667,2009-05-04 07:00,89.14
733897.3125,2009-05-04 07:30,89.75
733897.333333333,2009-05-04 08:00,89.61
733897.354166667,2009-05-04 08:30,89.85
733897.375,2009-05-04 09:00,89.67
733897.395833333,2009-05-04 09:30,89.45
733897.416666667,2009-05-04 10:00,89.65
733897.4375,2009-05-04 10:30,89.82
733897.458333333,2009-05-04 11:00,90.03
733897.479166667,2009-05-04 11:30,90.22
733897.5,2009-05-04 12:00,90.06
733897.520833333,2009-05-04 12:30,90.19
733897.541666667,2009-05-04 13:00,90.93
733898.291666667,2009-05-05 07:00,90.67
733898.3125,2009-05-05 07:30,90.48
733898.333333333,2009-05-05 08:00,89.89
733898.354166667,2009-05-05 08:30,90.17
733898.375,2009-05-05 09:00,90.35
733898.395833333,2009-05-05 09:30,90.42
733898.416666667,2009-05-05 10:00,90.2
733898.4375,2009-05-05 10:30,90.08
733898.458333333,2009-05-05 11:00,90.22
733898.479166667,2009-05-05 11:30,89.89
733898.5,2009-05-05 12:00,90.06
733898.520833333,2009-05-05 12:30,90.27
733898.541666667,2009-05-05 13:00,90.5
733899.291666667,2009-05-06 07:00,91.55
733899.3125,2009-05-06 07:30,90.64
733899.333333333,2009-05-06 08:00,91.09
733899.354166667,2009-05-06 08:30,90.84
733899.375,2009-05-06 09:00,91.28
733899.395833333,2009-05-06 09:30,91.57
733899.416666667,2009-05-06 10:00,91.22
733899.4375,2009-05-06 10:30,90.99
733899.458333333,2009-05-06 11:00,91.73
733899.479166667,2009-05-06 11:30,92.03
733899.5,2009-05-06 12:00,91.96
733899.520833333,2009-05-06 12:30,91.53
733899.541666667,2009-05-06 13:00,92.14
733900.291666667,2009-05-07 07:00,92.43
733900.3125,2009-05-07 07:30,91.57
733900.333333333,2009-05-07 08:00,91.74
733900.354166667,2009-05-07 08:30,91.34
733900.375,2009-05-07 09:00,91.62
733900.395833333,2009-05-07 09:30,91.44
733900.416666667,2009-05-07 10:00,91.58
733900.4375,2009-05-07 10:30,91
733900.458333333,2009-05-07 11:00,90.88
733900.479166667,2009-05-07 11:30,90.91
733900.5,2009-05-07 12:00,90.58
733900.520833333,2009-05-07 12:30,90.78
733900.541666667,2009-05-07 13:00,90.83
733901.291666667,2009-05-08 07:00,92.44
733901.3125,2009-05-08 07:30,91.62
733901.333333333,2009-05-08 08:00,91.6
733901.354166667,2009-05-08 08:30,91.82
733901.375,2009-05-08 09:00,92.28
733901.395833333,2009-05-08 09:30,92.38
733901.416666667,2009-05-08 10:00,92.7
733901.4375,2009-05-08 10:30,92.56
733901.458333333,2009-05-08 11:00,92.38
733901.479166667,2009-05-08 11:30,92.74
733901.5,2009-05-08 12:00,93.01
733901.520833333,2009-05-08 12:30,92.74
733901.541666667,2009-05-08 13:00,93.02
733904.291666667,2009-05-11 07:00,91.34
733904.3125,2009-05-11 07:30,91.5
733904.333333333,2009-05-11 08:00,91.82
733904.354166667,2009-05-11 08:30,91.8
733904.375,2009-05-11 09:00,91.57
733904.395833333,2009-05-11 09:30,91.65
733904.416666667,2009-05-11 10:00,91.44
733904.4375,2009-05-11 10:30,91.67
733904.458333333,2009-05-11 11:00,91.84
733904.479166667,2009-05-11 11:30,91.71
733904.5,2009-05-11 12:00,91.74
733904.520833333,2009-05-11 12:30,91.46
733904.541666667,2009-05-11 13:00,91.2
733905.291666667,2009-05-12 07:00,91.05
733905.3125,2009-05-12 07:30,90.73
733905.333333333,2009-05-12 08:00,90.82
733905.354166667,2009-05-12 08:30,90.57
733905.375,2009-05-12 09:00,90.48
733905.395833333,2009-05-12 09:30,90.14
733905.416666667,2009-05-12 10:00,89.89
733905.4375,2009-05-12 10:30,90.13
733905.458333333,2009-05-12 11:00,90.16
733905.479166667,2009-05-12 11:30,90.35
733905.5,2009-05-12 12:00,91.12
733905.520833333,2009-05-12 12:30,91.46
733905.541666667,2009-05-12 13:00,91.03
733906.291666667,2009-05-13 07:00,89.57
733906.3125,2009-05-13 07:30,89.92
733906.333333333,2009-05-13 08:00,89.29
733906.354166667,2009-05-13 08:30,89.4
733906.375,2009-05-13 09:00,89.16
733906.395833333,2009-05-13 09:30,89.39
733906.416666667,2009-05-13 10:00,88.81
733906.4375,2009-05-13 10:30,88.62
733906.458333333,2009-05-13 11:00,89.08
733906.479166667,2009-05-13 11:30,88.8
733906.5,2009-05-13 12:00,89.09
733906.520833333,2009-05-13 12:30,88.73
733906.541666667,2009-05-13 13:00,88.71
733907.291666667,2009-05-14 07:00,88.75
733907.3125,2009-05-14 07:30,88.96
733907.333333333,2009-05-14 08:00,89.11
733907.354166667,2009-05-14 08:30,89.45
733907.375,2009-05-14 09:00,89.43
733907.395833333,2009-05-14 09:30,89.64
733907.416666667,2009-05-14 10:00,89.61
733907.4375,2009-05-14 10:30,89.4
733907.458333333,2009-05-14 11:00,89.47
733907.479166667,2009-05-14 11:30,89.82
733907.5,2009-05-14 12:00,89.92
733907.520833333,2009-05-14 12:30,89.84
733907.541666667,2009-05-14 13:00,89.45
733908.291666667,2009-05-15 07:00,89.43
733908.3125,2009-05-15 07:30,89.53
733908.333333333,2009-05-15 08:00,89.7
733908.354166667,2009-05-15 08:30,89.54
733908.375,2009-05-15 09:00,88.77
733908.395833333,2009-05-15 09:30,88.88
733908.416666667,2009-05-15 10:00,88.67
733908.4375,2009-05-15 10:30,88.64
733908.458333333,2009-05-15 11:00,88.65
733908.479166667,2009-05-15 11:30,88.69
733908.5,2009-05-15 12:00,88.39
733908.520833333,2009-05-15 12:30,88.7
733908.541666667,2009-05-15 13:00,88.7
733911.291666667,2009-05-18 07:00,89.61
733911.3125,2009-05-18 07:30,89.83
733911.333333333,2009-05-18 08:00,90.14
733911.354166667,2009-05-18 08:30,90.18
733911.375,2009-05-18 09:00,90.09
733911.395833333,2009-05-18 09:30,90.3
733911.416666667,2009-05-18 10:00,90.56
733911.4375,2009-05-18 10:30,90.42
733911.458333333,2009-05-18 11:00,90.34
733911.479166667,2009-05-18 11:30,90.27
733911.5,2009-05-18 12:00,90.81
733911.520833333,2009-05-18 12:30,90.65
733911.541666667,2009-05-18 13:00,91.26
733912.291666667,2009-05-19 07:00,90.88
733912.3125,2009-05-19 07:30,91.61
733912.333333333,2009-05-19 08:00,91.58
733912.354166667,2009-05-19 08:30,91.5
733912.375,2009-05-19 09:00,91.59
733912.395833333,2009-05-19 09:30,91.74
733912.416666667,2009-05-19 10:00,91.34
733912.4375,2009-05-19 10:30,91.77
733912.458333333,2009-05-19 11:00,91.57
733912.479166667,2009-05-19 11:30,91.73
733912.5,2009-05-19 12:00,91.78
733912.520833333,2009-05-19 12:30,91.82
733912.541666667,2009-05-19 13:00,91.12
733913.291666667,2009-05-20 07:00,92.41
733913.3125,2009-05-20 07:30,92.53
733913.333333333,2009-05-20 08:00,92.36
733913.354166667,2009-05-20 08:30,92.11
733913.375,2009-05-20 09:00,91.58
733913.395833333,2009-05-20 09:30,91.57
733913.416666667,2009-05-20 10:00,91.26
733913.4375,2009-05-20 10:30,91.52
733913.458333333,2009-05-20 11:00,91.74
733913.479166667,2009-05-20 11:30,91.72
733913.5,2009-05-20 12:00,91.67
733913.520833333,2009-05-20 12:30,90.92
733913.541666667,2009-05-20 13:00,90.57
733914.291666667,2009-05-21 07:00,89.35
733914.3125,2009-05-21 07:30,89.07
733914.333333333,2009-05-21 08:00,88.82
733914.354166667,2009-05-21 08:30,88.99
733914.375,2009-05-21 09:00,89.36
733914.395833333,2009-05-21 09:30,89.14
733914.416666667,2009-05-21 10:00,89.31
733914.4375,2009-05-21 10:30,88.89
733914.458333333,2009-05-21 11:00,88.94
733914.479166667,2009-05-21 11:30,88.54
733914.5,2009-05-21 12:00,88.51
733914.520833333,2009-05-21 12:30,88.53
733914.541666667,2009-05-21 13:00,89.2
733915.291666667,2009-05-22 07:00,88.99
733915.3125,2009-05-22 07:30,89.49
733915.333333333,2009-05-22 08:00,89.72
733915.354166667,2009-05-22 08:30,89.71
733915.375,2009-05-22 09:00,89.57
733915.395833333,2009-05-22 09:30,89.43
733915.416666667,2009-05-22 10:00,89.71
733915.4375,2009-05-22 10:30,89.66
733915.458333333,2009-05-22 11:00,89.61
733915.479166667,2009-05-22 11:30,89.66
733915.5,2009-05-22 12:00,89.87
733915.520833333,2009-05-22 12:30,89.5
733915.541666667,2009-05-22 13:00,89.05
733919.291666667,2009-05-26 07:00,89.36
733919.3125,2009-05-26 07:30,90.45
733919.333333333,2009-05-26 08:00,90.7
733919.354166667,2009-05-26 08:30,90.77
733919.375,2009-05-26 09:00,90.89
733919.395833333,2009-05-26 09:30,91.01
733919.416666667,2009-05-26 10:00,91.27
733919.4375,2009-05-26 10:30,91.28
733919.458333333,2009-05-26 11:00,91.37
733919.479166667,2009-05-26 11:30,91.3
733919.5,2009-05-26 12:00,91.12
733919.520833333,2009-05-26 12:30,91.07
733919.541666667,2009-05-26 13:00,91.33
733920.291666667,2009-05-27 07:00,91.43
733920.3125,2009-05-27 07:30,91.37
733920.333333333,2009-05-27 08:00,91.47
733920.354166667,2009-05-27 08:30,91.38
733920.375,2009-05-27 09:00,91.5
733920.395833333,2009-05-27 09:30,91.55
733920.416666667,2009-05-27 10:00,91.28
733920.4375,2009-05-27 10:30,91.39
733920.458333333,2009-05-27 11:00,90.6
733920.479166667,2009-05-27 11:30,90.36
733920.5,2009-05-27 12:00,90.39
733920.520833333,2009-05-27 12:30,89.76
733920.541666667,2009-05-27 13:00,89.68
733921.291666667,2009-05-28 07:00,90.22
733921.3125,2009-05-28 07:30,89.39
733921.333333333,2009-05-28 08:00,89.89
733921.354166667,2009-05-28 08:30,90.16
733921.375,2009-05-28 09:00,90.52
733921.395833333,2009-05-28 09:30,89.96
733921.416666667,2009-05-28 10:00,89.77
733921.4375,2009-05-28 10:30,90.76
733921.458333333,2009-05-28 11:00,90.66
733921.479166667,2009-05-28 11:30,91.11
733921.5,2009-05-28 12:00,91.11
733921.520833333,2009-05-28 12:30,90.89
733921.541666667,2009-05-28 13:00,90.94
733922.291666667,2009-05-29 07:00,91.14
733922.3125,2009-05-29 07:30,91.53
733922.333333333,2009-05-29 08:00,91.32
733922.354166667,2009-05-29 08:30,90.94
733922.375,2009-05-29 09:00,90.89
733922.395833333,2009-05-29 09:30,91.21
733922.416666667,2009-05-29 10:00,91.08
733922.4375,2009-05-29 10:30,91.27
733922.458333333,2009-05-29 11:00,91.3
733922.479166667,2009-05-29 11:30,91.26
733922.5,2009-05-29 12:00,91.05
733922.520833333,2009-05-29 12:30,91.3
733922.541666667,2009-05-29 13:00,92.65
733925.291666667,2009-06-01 07:00,94.01
733925.3125,2009-06-01 07:30,94.44
733925.333333333,2009-06-01 08:00,94.58
733925.354166667,2009-06-01 08:30,94.64
733925.375,2009-06-01 09:00,94.73
733925.395833333,2009-06-01 09:30,94.81
733925.416666667,2009-06-01 10:00,94.65
733925.4375,2009-06-01 10:30,94.68
733925.458333333,2009-06-01 11:00,95.03
733925.479166667,2009-06-01 11:30,94.89
733925.5,2009-06-01 12:00,94.79
733925.520833333,2009-06-01 12:30,94.83
733925.541666667,2009-06-01 13:00,94.77
733926.291666667,2009-06-02 07:00,94.87
733926.3125,2009-06-02 07:30,95.06
733926.333333333,2009-06-02 08:00,94.85
733926.354166667,2009-06-02 08:30,94.84
733926.375,2009-06-02 09:00,94.61
733926.395833333,2009-06-02 09:30,94.45
733926.416666667,2009-06-02 10:00,94.67
733926.4375,2009-06-02 10:30,94.8
733926.458333333,2009-06-02 11:00,94.93
733926.479166667,2009-06-02 11:30,95.04
733926.5,2009-06-02 12:00,94.94
733926.520833333,2009-06-02 12:30,94.97
733926.541666667,2009-06-02 13:00,94.86
733927.291666667,2009-06-03 07:00,93.68
733927.3125,2009-06-03 07:30,93.51
733927.333333333,2009-06-03 08:00,93.7
733927.354166667,2009-06-03 08:30,93.64
733927.375,2009-06-03 09:00,93.47
733927.395833333,2009-06-03 09:30,93.3
733927.416666667,2009-06-03 10:00,93.16
733927.4375,2009-06-03 10:30,93.01
733927.458333333,2009-06-03 11:00,92.95
733927.479166667,2009-06-03 11:30,92.94
733927.5,2009-06-03 12:00,93.12
733927.520833333,2009-06-03 12:30,92.86
733927.541666667,2009-06-03 13:00,93.65
733928.291666667,2009-06-04 07:00,93.74
733928.3125,2009-06-04 07:30,93.82
733928.333333333,2009-06-04 08:00,94.14
733928.354166667,2009-06-04 08:30,94.08
733928.375,2009-06-04 09:00,93.92
733928.395833333,2009-06-04 09:30,94.1
733928.416666667,2009-06-04 10:00,94.15
733928.4375,2009-06-04 10:30,94.35
733928.458333333,2009-06-04 11:00,94.47
733928.479166667,2009-06-04 11:30,94.54
733928.5,2009-06-04 12:00,94.42
733928.520833333,2009-06-04 12:30,94.47
733928.541666667,2009-06-04 13:00,94.55
733929.291666667,2009-06-05 07:00,94.67
733929.3125,2009-06-05 07:30,94.34
733929.333333333,2009-06-05 08:00,94.84
733929.354166667,2009-06-05 08:30,94.83
733929.375,2009-06-05 09:00,94.88
733929.395833333,2009-06-05 09:30,94.98
733929.416666667,2009-06-05 10:00,95.02
733929.4375,2009-06-05 10:30,94.71
733929.458333333,2009-06-05 11:00,94.65
733929.479166667,2009-06-05 11:30,94.16
733929.5,2009-06-05 12:00,94.35
733929.520833333,2009-06-05 12:30,94.28
733929.541666667,2009-06-05 13:00,94.53
733932.291666667,2009-06-08 07:00,93.39
733932.3125,2009-06-08 07:30,93.38
733932.333333333,2009-06-08 08:00,93.65
733932.354166667,2009-06-08 08:30,93.48
733932.375,2009-06-08 09:00,93.39
733932.395833333,2009-06-08 09:30,93.23
733932.416666667,2009-06-08 10:00,93.28
733932.4375,2009-06-08 10:30,93.39
733932.458333333,2009-06-08 11:00,93.59
733932.479166667,2009-06-08 11:30,93.55
733932.5,2009-06-08 12:00,93.61
733932.520833333,2009-06-08 12:30,94.42
733932.541666667,2009-06-08 13:00,94.31
733933.291666667,2009-06-09 07:00,94.45
733933.3125,2009-06-09 07:30,94.37
733933.333333333,2009-06-09 08:00,94.19
733933.354166667,2009-06-09 08:30,94.19
733933.375,2009-06-09 09:00,94.2
733933.395833333,2009-06-09 09:30,94.61
733933.416666667,2009-06-09 10:00,94.55
733933.4375,2009-06-09 10:30,94.63
