algo,ydate,probup,pctgain,holding_period
gbm,2012-12-04,0.569075443530857,0.4900,2days
gbm,2012-12-05,0.567140560686385,0.6200,2days
gbm,2012-12-06,0.555420008473065,0.3300,2days
gbm,2012-12-07,0.553668077126739,0.6900,2days
gbm,2012-12-10,0.561045155092928,0.7000,2days
gbm,2012-12-11,0.566323033630089,-0.5900,2days
gbm,2012-12-12,0.55883294196259,-1.0400,2days
gbm,2012-12-13,0.568652184138235,0.7700,2days
gbm,2012-12-14,0.581387237571443,2.3500,2days
gbm,2012-12-17,0.556176581113355,0.3800,2days
gbm,2012-12-18,0.560509565808587,-0.2100,2days
gbm,2012-12-19,0.563811711070984,-0.3900,2days
gbm,2012-12-20,0.554016669801797,-1.1800,2days
gbm,2012-12-21,0.569904457951387,-0.7200,2days
gbm,2012-12-24,0.578743448537126,-0.6000,2days
gbm,2012-12-26,0.588017757271254,-1.2300,2days
gbm,2012-12-27,0.57873294940684,0.5700,2days
gbm,2012-12-28,0.584094934509887,4.2800,2days
gbm,2012-12-31,0.551342305531641,2.3300,2days
gbm,2013-01-02,0.564196400005581,0.2800,2days
gbm,2013-01-03,0.546136596522639,0.1700,2days
gbm,2013-01-04,0.525392053800105,-0.6400,2days
gbm,2013-01-07,0.525968456461808,-0.0600,2days
gbm,2013-01-08,0.54221623223465,1.0300,2days
gbm,2013-01-09,0.544088981085575,0.7500,2days
gbm,2013-01-10,0.5271620270155,-0.1000,2days
gbm,2013-01-11,0.530547434707771,0.0200,2days
gbm,2013-01-14,0.521200827716789,0.1300,2days
gbm,2013-01-15,0.527289830306521,0.5800,2days
gbm,2013-01-16,0.537162820233467,0.9100,2days
gbm,2013-01-17,0.537013097811516,0.7800,2days
gbm,2013-01-18,0.537476694676571,0.5900,2days
gbm,2013-01-22,0.530383558451911,0.1500,2days
gbm,2013-01-23,0.542115961978352,0.5500,2days
gbm,2013-01-24,0.536111665104479,0.3600,2days
gbm,2013-01-25,0.538556641890133,0.3200,2days
gbm,2013-01-28,0.542252648606627,0.1200,2days
gbm,2013-01-29,0.546876244191346,-0.6500,2days
gbm,2013-01-30,0.540624248750144,0.7500,2days
gbm,2013-01-31,0.543582564027141,-0.1600,2days
gbm,2013-02-01,0.556344754930611,-0.1200,2days
gbm,2013-02-04,0.565744669772506,1.1000,2days
gbm,2013-02-05,0.555272723211341,-0.1300,2days
gbm,2013-02-06,0.558192583583402,0.3800,2days
gbm,2013-02-07,0.567557759559791,0.5000,2days
gbm,2013-02-08,0.560235866631822,0.1000,2days
gbm,2013-02-11,0.553529235437907,0.2200,2days
gbm,2013-02-12,0.553350609318702,0.1300,2days
gbm,2013-02-13,0.552424839847353,-0.0400,2days
gbm,2013-02-14,0.555950777453519,0.6300,2days
gbm,2013-02-15,0.567091026293796,-0.5200,2days
gbm,2013-02-19,0.544854467886849,-1.8600,2days
gbm,2013-02-20,0.559625597655923,0.2400,2days
gbm,2013-02-21,0.574655200579337,-0.9700,2days
gbm,2013-02-22,0.557661981303201,-1.2300,2days
gbm,2013-02-25,0.581028797923479,1.8900,2days
gbm,2013-02-26,0.570138483386743,1.1900,2days
gbm,2013-02-27,0.544089683670988,0.1500,2days
gbm,2013-02-28,0.537712972059556,0.6900,2days
gbm,2013-03-01,0.543163472490294,1.4200,2days
gbm,2013-03-04,0.518965616545868,1.0700,2days
gbm,2013-03-05,0.52473155348145,0.2900,2days
gbm,2013-03-06,0.533361395898632,0.6300,2days
gbm,2013-03-07,0.527184287773402,0.7700,2days
gbm,2013-03-08,0.529296730874428,0.0800,2days
gbm,2013-03-11,0.524125576645902,-0.1100,2days
gbm,2013-03-12,0.531527781383525,0.6900,2days
gbm,2013-03-13,0.543079692863417,0.4000,2days
gbm,2013-03-14,0.535513761983905,-0.7100,2days
gbm,2013-03-15,0.536787543101361,-0.7900,2days
gbm,2013-03-18,0.545926193208738,0.4300,2days
gbm,2013-03-19,0.550236446728732,-0.1600,2days
gbm,2013-03-20,0.538530842277867,-0.1200,2days
gbm,2013-03-21,0.552769332383364,0.3800,2days
gbm,2013-03-22,0.542623785094218,0.4400,2days
gbm,2013-03-25,0.551562050846854,0.7200,2days
gbm,2013-03-26,0.536435932587395,0.3500,2days
gbm,2013-03-27,0.536562338694192,-0.0400,2days
gbm,2013-03-28,0.529025274375947,0.0700,2days
gbm,2013-04-01,0.536214099576871,-0.5400,2days
gbm,2013-04-02,0.526033642003004,-0.6500,2days
gbm,2013-04-03,0.532703644537953,-0.0300,2days
gbm,2013-04-04,0.521043646216839,0.2000,2days
gbm,2013-04-05,0.526480960508507,0.9900,2days
gbm,2013-04-08,0.524921113573906,1.5800,2days
gbm,2013-04-09,0.530319637400707,1.5800,2days
gbm,2013-04-10,0.516419501146816,0.0700,2days
gbm,2013-04-11,0.511326039302762,-2.5700,2days
gbm,2013-04-12,0.515531920049122,-0.9000,2days
gbm,2013-04-15,0.545507466413714,-0.0200,2days
gbm,2013-04-16,0.498159710599081,-2.0900,2days
gbm,2013-04-17,0.522068992140703,0.2100,2days
gbm,2013-04-18,0.549113752903683,1.3600,2days
gbm,2013-04-19,0.517181660612291,1.5100,2days
gbm,2013-04-22,0.517141517389163,1.0400,2days
gbm,2013-04-23,0.509363328111053,0.4000,2days
gbm,2013-04-24,0.499416840998004,0.2200,2days
gbm,2013-04-25,0.49949396470683,0.5300,2days
gbm,2013-04-26,0.498790474934331,0.9700,2days
gbm,2013-04-29,0.48915824543723,-0.6800,2days
gbm,2013-04-30,0.499612444230685,0.0000,2days
gbm,2013-05-01,0.504790226300659,2.0000,2days
gbm,2013-05-02,0.491039862935588,1.2500,2days
gbm,2013-05-03,0.489066433184956,0.7100,2days
gbm,2013-05-06,0.486375193409091,0.9400,2days
gbm,2013-05-07,0.49083221154834,0.0400,2days
gbm,2013-05-08,0.466671238686022,0.0600,2days
gbm,2013-05-09,0.48691295012985,0.4400,2days
gbm,2013-05-10,0.485397672330042,1.0200,2days
gbm,2013-05-13,0.488412427157112,1.5300,2days
gbm,2013-05-14,0.469060260945395,0.0100,2days
gbm,2013-05-15,0.470367329574042,0.5200,2days
gbm,2013-05-16,0.472904956889187,0.9600,2days
gbm,2013-05-17,0.453986407740034,0.1000,2days
gbm,2013-05-20,0.452379383348625,-0.6600,2days
gbm,2013-05-21,0.460079402226985,-1.1200,2days
gbm,2013-05-22,0.473924337084938,-0.3500,2days
gbm,2013-05-23,0.477476437776903,0.5800,2days
gbm,2013-05-24,0.472316042742117,-0.0800,2days
gbm,2013-05-28,0.448406722051164,-0.3400,2days
gbm,2013-05-29,0.467802286802242,-1.0700,2days
gbm,2013-05-30,0.451681680376274,-0.8500,2days
gbm,2013-05-31,0.471449541895333,0.0400,2days
gbm,2013-06-03,0.460381135646072,-1.9200,2days
gbm,2013-06-04,0.476629871220798,-0.5400,2days
gbm,2013-06-05,0.494586606877616,2.1400,2days
gbm,2013-06-06,0.468331285008593,1.2500,2days
gbm,2013-06-07,0.454348506442947,-1.0500,2days
gbm,2013-06-10,0.453480050902727,-1.8400,2days
gbm,2013-06-11,0.454772813537611,0.6300,2days
gbm,2013-06-12,0.458578570058937,0.8800,2days
gbm,2013-06-13,0.439720317198889,0.1600,2days
gbm,2013-06-14,0.459179599080761,1.5400,2days
gbm,2013-06-17,0.441449942251563,-0.6200,2days
gbm,2013-06-18,0.445367159400859,-3.8500,2days
gbm,2013-06-19,0.447295779440063,-2.2400,2days
gbm,2013-06-20,0.515709224000458,-0.9500,2days
gbm,2013-06-21,0.494981637166741,-0.2800,2days
gbm,2013-06-24,0.512710421135314,1.9200,2days
gbm,2013-06-25,0.496072724110197,1.5800,2days
gbm,2013-06-26,0.482513875720301,0.1900,2days
gbm,2013-06-27,0.460368181930317,0.1100,2days
gbm,2013-06-28,0.461630167342451,0.4900,2days
gbm,2013-07-01,0.452923410251095,0.0300,2days
gbm,2013-07-02,0.470779787663888,1.1000,2days
gbm,2013-07-03,0.465437275481501,1.5500,2days
gbm,2013-07-05,0.44902738314711,1.2500,2days
gbm,2013-07-08,0.442576291712963,0.7400,2days
gbm,2013-07-09,0.433137341307607,1.3700,2days
gbm,2013-07-10,0.434039564739924,1.6700,2days
gbm,2013-07-11,0.42941186917844,0.4500,2days
gbm,2013-07-12,0.442483861436827,-0.2300,2days
gbm,2013-07-15,0.447405235464669,-0.0900,2days
gbm,2013-07-16,0.462680435448847,0.7800,2days
gbm,2013-07-17,0.450010344477977,0.6700,2days
gbm,2013-07-18,0.452743659272171,0.3600,2days
gbm,2013-07-19,0.456550989191862,0.0200,2days
gbm,2013-07-22,0.460833988540936,-0.5700,2days
gbm,2013-07-23,0.472994266675094,-0.1300,2days
gbm,2013-07-24,0.474458784327149,0.3400,2days
gbm,2013-07-25,0.479209326315062,-0.2900,2days
gbm,2013-07-26,0.475883857757236,-0.3400,2days
gbm,2013-07-29,0.484963032505558,0.0200,2days
gbm,2013-07-30,0.47700180513862,1.2400,2days
gbm,2013-07-31,0.47862124380409,1.4200,2days
gbm,2013-08-01,0.471610114099905,0.0200,2days
gbm,2013-08-02,0.469162776713105,-0.7200,2days
gbm,2013-08-05,0.468061488597086,-0.9500,2days
gbm,2013-08-06,0.47265375167764,0.0100,2days
gbm,2013-08-07,0.477567073811514,0.0300,2days
gbm,2013-08-08,0.487319306470732,-0.4700,2days
gbm,2013-08-09,0.489700684150002,0.1600,2days
gbm,2013-08-12,0.484209893004266,-0.2400,2days
gbm,2013-08-13,0.483743312984038,-1.9400,2days
gbm,2013-08-14,0.493267671755011,-1.7500,2days
gbm,2013-08-15,0.515802609670639,-0.9200,2days
gbm,2013-08-16,0.514367073937949,-0.2100,2days
gbm,2013-08-19,0.519942977170967,-0.2000,2days
gbm,2013-08-20,0.515455248242204,0.2800,2days
gbm,2013-08-21,0.515841956771405,1.2600,2days
gbm,2013-08-22,0.501134253416673,-0.0100,2days
gbm,2013-08-23,0.499429127483794,-1.9800,2days
gbm,2013-08-26,0.501436172450943,-1.3200,2days
gbm,2013-08-27,0.534596063456536,0.4700,2days
gbm,2013-08-28,0.521858152791533,-0.1200,2days
gbm,2013-08-29,0.508425467752007,0.1000,2days
gbm,2013-08-30,0.514711208641555,1.2300,2days
gbm,2013-09-03,0.509141632768321,0.9300,2days
gbm,2013-09-04,0.487290222531903,0.1300,2days
gbm,2013-09-05,0.490662664590462,1.0000,2days
gbm,2013-09-06,0.497203665610103,1.7400,2days
gbm,2013-09-09,0.489384404806407,1.0400,2days
gbm,2013-09-10,0.490895238462471,-0.0300,2days
gbm,2013-09-11,0.487669240746039,-0.0700,2days
gbm,2013-09-12,0.489147604229059,0.8400,2days
gbm,2013-09-13,0.49762537439627,0.9900,2days
gbm,2013-09-16,0.489246743811917,1.6400,2days
gbm,2013-09-17,0.494392075463445,1.0300,2days
gbm,2013-09-18,0.499492560818948,-0.9000,2days
gbm,2013-09-19,0.491640686526181,-1.1900,2days
gbm,2013-09-20,0.498953400004656,-0.7300,2days
gbm,2013-09-23,0.515982704867858,-0.5300,2days
gbm,2013-09-24,0.51974186994925,0.0700,2days
gbm,2013-09-25,0.532018971002251,-0.0600,2days
gbm,2013-09-26,0.518281567435958,-1.0100,2days
gbm,2013-09-27,0.522367830337288,0.1900,2days
gbm,2013-09-30,0.532317169918166,0.7300,2days
gbm,2013-10-01,0.520591036153989,-0.9600,2days
gbm,2013-10-02,0.525918447898597,-0.2000,2days
gbm,2013-10-03,0.539265679882393,-0.1500,2days
gbm,2013-10-04,0.52085419792906,-2.0700,2days
gbm,2013-10-07,0.514894996618477,-1.1800,2days
gbm,2013-10-08,0.552414681109524,2.2400,2days
gbm,2013-10-09,0.538084418274906,2.8300,2days
gbm,2013-10-10,0.501763384184121,1.0400,2days
gbm,2013-10-11,0.517102810344446,-0.3000,2days
gbm,2013-10-14,0.490827557228732,0.6700,2days
gbm,2013-10-15,0.495276671413644,2.0700,2days
gbm,2013-10-16,0.462946004790555,1.3300,2days
gbm,2013-10-17,0.48215656273133,0.6600,2days
gbm,2013-10-18,0.489183479976654,0.5800,2days
gbm,2013-10-21,0.485050174936268,0.1000,2days
gbm,2013-10-22,0.473189165478884,-0.1500,2days
gbm,2013-10-23,0.483974227213715,0.7700,2days
gbm,2013-10-24,0.498751513148665,0.5700,2days
gbm,2013-10-25,0.502436320341103,0.6900,2days
gbm,2013-10-28,0.509075996754103,0.0700,2days
gbm,2013-10-29,0.505549496732635,-0.8700,2days
gbm,2013-10-30,0.507584074582254,-0.0900,2days
gbm,2013-10-31,0.530176285298417,0.6500,2days
gbm,2013-11-01,0.525791841216592,0.0800,2days
gbm,2013-11-04,0.527118477147303,0.1400,2days
gbm,2013-11-05,0.535427741405212,-0.9000,2days
gbm,2013-11-06,0.527022997640164,0.0100,2days
gbm,2013-11-07,0.535987397135073,1.4200,2days
gbm,2013-11-08,0.502469328065531,-0.1600,2days
gbm,2013-11-11,0.527889021781164,0.5700,2days
gbm,2013-11-12,0.525748135831145,1.3000,2days
gbm,2013-11-13,0.508901417618369,0.9100,2days
gbm,2013-11-14,0.490094967464539,0.0500,2days
gbm,2013-11-15,0.490237497275112,-0.5700,2days
gbm,2013-11-18,0.497315182709403,-0.5700,2days
gbm,2013-11-19,0.497677775077991,0.4500,2days
gbm,2013-11-20,0.509737740835391,1.3100,2days
gbm,2013-11-21,0.497003021009084,0.3700,2days
gbm,2013-11-22,0.499634544869733,-0.1100,2days
gbm,2013-11-25,0.492691003586122,0.2600,2days
gbm,2013-11-26,0.497687276758606,0.1700,2days
gbm,2013-11-27,0.496177333230855,-0.3500,2days
gbm,2013-11-29,0.501539004774093,-0.5900,2days
gbm,2013-12-02,0.511216644593533,-0.4500,2days
gbm,2013-12-03,0.510856272460434,-0.5600,2days
gbm,2013-12-04,0.507019104312644,0.6800,2days
gbm,2013-12-05,0.515098697433182,1.3100,2days
gbm,2013-12-06,0.50889624219485,-0.1400,2days
gbm,2013-12-09,0.511407997120549,-1.4500,2days
gbm,2013-12-10,0.501640370776162,-1.5000,2days
gbm,2013-12-11,0.520780704339645,-0.3900,2days
gbm,2013-12-12,0.525206263629002,0.6200,2days
gbm,2013-12-13,0.530077035139206,0.3200,2days
gbm,2013-12-16,0.522063576842367,1.3500,2days
gbm,2013-12-17,0.520323958255906,1.6100,2days
gbm,2013-12-18,0.508328365768632,0.4200,2days
gbm,2013-12-19,0.503183350407261,1.0200,2days
gbm,2013-12-20,0.496577453289073,0.8200,2days
gbm,2013-12-23,0.493530268613539,0.7700,2days
gbm,2013-12-24,0.488486225912808,0.4400,2days
gbm,2013-12-26,0.502238783036243,-0.0500,2days
gbm,2013-12-27,0.498081773601352,0.3800,2days
gbm,2013-12-30,0.494711966377091,-0.4900,2days
gbm,2013-12-31,0.497093978766634,-0.9200,2days
gbm,2014-01-02,0.510567264254064,-0.2800,2days
gbm,2014-01-03,0.508018155199853,0.3600,2days
gbm,2014-01-06,0.520868029843886,0.5900,2days
gbm,2014-01-07,0.504586516669274,0.0100,2days
gbm,2014-01-08,0.511719654950476,0.2700,2days
gbm,2014-01-09,0.50016053886295,-1.0300,2days
gbm,2014-01-10,0.484503771846921,-0.1900,2days
gbm,2014-01-13,0.487458264042063,1.6000,2days
gbm,2014-01-14,0.490415629261085,0.3800,2days
gbm,2014-01-15,0.500209718188305,-0.5200,2days
gbm,2014-01-16,0.48115777018812,-0.1100,2days
gbm,2014-01-17,0.485012550276656,0.3400,2days
gbm,2014-01-21,0.466495035528546,-0.8300,2days
gbm,2014-01-22,0.476273680701748,-2.9600,2days
gbm,2014-01-23,0.485525928931521,-2.5700,2days
gbm,2014-01-24,0.526416778486403,0.1200,2days
gbm,2014-01-27,0.526372915162831,-0.4100,2days
gbm,2014-01-28,0.503120690378651,0.0900,2days
gbm,2014-01-29,0.513744539413409,0.4700,2days
gbm,2014-01-30,0.502374899546303,-2.9100,2days
gbm,2014-01-31,0.503538809822192,-1.5400,2days
gbm,2014-02-03,0.526959320504291,0.5600,2days
gbm,2014-02-04,0.509804351934452,1.0400,2days
gbm,2014-02-05,0.513754005116233,2.5900,2days
gbm,2014-02-06,0.512131424611642,1.4900,2days
gbm,2014-02-07,0.518572814598323,1.2600,2days
gbm,2014-02-10,0.485141850198681,1.0800,2days
gbm,2014-02-11,0.476281588299937,0.5500,2days
gbm,2014-02-12,0.468604688288794,1.0600,2days
gbm,2014-02-13,0.487737319471905,0.6000,2days
gbm,2014-02-14,0.471461821663157,-0.5400,2days
gbm,2014-02-18,0.470364468817226,-0.0500,2days
gbm,2014-02-19,0.475100094602122,0.4100,2days
gbm,2014-02-20,0.470547128706295,0.4300,2days
gbm,2014-02-21,0.495071728458706,0.4800,2days
gbm,2014-02-24,0.490791912362083,-0.1300,2days
gbm,2014-02-25,0.49570329557329,0.5000,2days
gbm,2014-02-26,0.496931070071442,0.7700,2days
gbm,2014-02-27,0.493345242880758,-0.4600,2days
gbm,2014-02-28,0.484502499369953,0.7800,2days
gbm,2014-03-03,0.50094793330962,1.5200,2days
gbm,2014-03-04,0.471425293173985,0.1700,2days
gbm,2014-03-05,0.495509750478708,0.2300,2days
gbm,2014-03-06,0.485647820261536,0.0100,2days
gbm,2014-03-07,0.489482271388362,-0.5500,2days
gbm,2014-03-10,0.486753231372671,-0.4800,2days
gbm,2014-03-11,0.505871927638765,-1.1400,2days
gbm,2014-03-12,0.502774838303917,-1.4500,2days
gbm,2014-03-13,0.527753653082297,0.6800,2days
gbm,2014-03-14,0.524995492809733,1.6900,2days
gbm,2014-03-17,0.513355851585515,0.1000,2days
gbm,2014-03-18,0.509631684500685,-0.0100,2days
gbm,2014-03-19,0.507911990420821,0.3100,2days
gbm,2014-03-20,0.495300997905267,-0.7800,2days
gbm,2014-03-21,0.503811032490971,-0.0500,2days
gbm,2014-03-24,0.518277491115394,-0.2600,2days
gbm,2014-03-25,0.513028567396941,-0.8900,2days
gbm,2014-03-26,0.526417390566456,0.2700,2days
gbm,2014-03-27,0.513306143285415,1.2600,2days
gbm,2014-03-28,0.520783173150575,1.5000,2days
gbm,2014-03-31,0.516258631306532,0.9900,2days
gbm,2014-04-01,0.503171953947253,0.1700,2days
gbm,2014-04-02,0.496146518410158,-1.3600,2days
gbm,2014-04-03,0.489313121472676,-2.3200,2days
gbm,2014-04-04,0.513738412973735,-0.7000,2days
gbm,2014-04-07,0.541811186927535,1.4700,2days
gbm,2014-04-08,0.523980932244141,-1.0200,2days
gbm,2014-04-09,0.511771366947028,-3.0200,2days
gbm,2014-04-10,0.509058629227094,-0.1300,2days
gbm,2014-04-11,0.543998026923899,1.5000,2days
gbm,2014-04-14,0.506494090939811,1.7300,2days
gbm,2014-04-15,0.51100154798309,1.1900,2days
gbm,2014-04-16,0.503671884039886,0.5100,2days
gbm,2014-04-17,0.486759852830555,0.7900,2days
gbm,2014-04-21,0.470696025276277,0.1900,2days
gbm,2014-04-22,0.472244167166877,-0.0500,2days
gbm,2014-04-23,0.477621194572562,-0.6400,2days
gbm,2014-04-24,0.487704911511939,-0.4900,2days
gbm,2014-04-25,0.487963616414232,0.8000,2days
gbm,2014-04-28,0.48417409404787,0.7800,2days
gbm,2014-04-29,0.48871064438718,0.2800,2days
gbm,2014-04-30,0.489365880550894,-0.1500,2days
gbm,2014-05-01,0.49196415734043,,2days
gbm,2014-05-02,0.497917890539333,,2days
lr,2000-01-03,0.465638634081224,-3.6500,2days
lr,2000-01-04,0.522789309236174,0.2900,2days
lr,2000-01-05,0.579829074624144,2.8100,2days
lr,2000-01-06,0.510762992482279,3.8600,2days
lr,2000-01-07,0.45733316694046,-0.2000,2days
lr,2000-01-10,0.393434397894829,-1.7400,2days
lr,2000-01-11,0.386808930384272,0.7700,2days
lr,2000-01-12,0.438495127283362,2.3000,2days
lr,2000-01-13,0.42534425592563,0.3800,2days
lr,2000-01-14,0.407201619576117,-0.6300,2days
lr,2000-01-18,0.429152789010857,-0.6600,2days
lr,2000-01-19,0.46485055432482,-1.0000,2days
lr,2000-01-20,0.466729023827053,-3.0500,2days
lr,2000-01-21,0.488297124711665,-2.1700,2days
lr,2000-01-24,0.509601985666684,0.1800,2days
lr,2000-01-25,0.534135351922751,-0.8100,2days
lr,2000-01-26,0.499962838793999,-3.1300,2days
lr,2000-01-27,0.503066364140198,-0.2900,2days
lr,2000-01-28,0.521128837521342,3.6100,2days
lr,2000-01-31,0.519537150144032,1.0500,2days
lr,2000-02-01,0.424558146926948,1.1100,2days
lr,2000-02-02,0.420439057648566,1.0800,2days
lr,2000-02-03,0.430676932768172,-0.0500,2days
lr,2000-02-04,0.386872371271115,1.2200,2days
lr,2000-02-07,0.443010330175715,-0.8800,2days
lr,2000-02-08,0.443968511429658,-1.7300,2days
lr,2000-02-09,0.4503013230944,-1.7400,2days
lr,2000-02-10,0.505287036782952,-1.9000,2days
lr,2000-02-11,0.509503768251955,1.0800,2days
lr,2000-02-14,0.532731082943235,-0.1600,2days
lr,2000-02-15,0.494667112172297,-0.9800,2days
lr,2000-02-16,0.460798420783254,-3.0000,2days
lr,2000-02-17,0.487073073261466,-2.6000,2days
lr,2000-02-18,0.481192520761676,1.0800,2days
lr,2000-02-22,0.53374570755761,0.0900,2days
lr,2000-02-23,0.484733441169299,-2.0100,2days
lr,2000-02-24,0.482573324255346,-0.4000,2days
lr,2000-02-25,0.517746008903695,2.4800,2days
lr,2000-02-28,0.50978236586024,2.3100,2days
lr,2000-02-29,0.446845905319592,1.1200,2days
lr,2000-03-01,0.421431569190569,2.1700,2days
lr,2000-03-02,0.414479671510428,0.6900,2days
lr,2000-03-03,0.395425983851033,-3.8000,2days
lr,2000-03-06,0.414846149529871,-1.7700,2days
lr,2000-03-07,0.501165576002563,3.4000,2days
lr,2000-03-08,0.556101274452253,2.0800,2days
lr,2000-03-09,0.467736643291488,-1.2900,2days
lr,2000-03-10,0.462487928707173,-2.5700,2days
lr,2000-03-13,0.495679199510542,0.6200,2days
lr,2000-03-14,0.504999187369707,7.3100,2days
lr,2000-03-15,0.516507488692588,5.2000,2days
lr,2000-03-16,0.402527968164866,-0.1300,2days
lr,2000-03-17,0.339289890155858,2.0100,2days
lr,2000-03-20,0.413288603339244,3.0200,2days
lr,2000-03-21,0.418524724381832,2.2400,2days
lr,2000-03-22,0.391626522452482,1.7900,2days
lr,2000-03-23,0.440604860812227,-0.2300,2days
lr,2000-03-24,0.436159839611578,-1.2900,2days
lr,2000-03-27,0.458254954638447,-1.0100,2days
lr,2000-03-28,0.51940441257858,-1.3100,2days
lr,2000-03-29,0.528124084872602,-0.6600,2days
lr,2000-03-30,0.524310788810635,1.2100,2days
lr,2000-03-31,0.53808066890378,-0.2600,2days
lr,2000-04-03,0.50221330913002,-1.2400,2days
lr,2000-04-04,0.481789009756608,0.4400,2days
lr,2000-04-05,0.509973632225375,1.9500,2days
lr,2000-04-06,0.476877759886723,0.2100,2days
lr,2000-04-07,0.449734888237563,-1.0400,2days
lr,2000-04-10,0.460683538858002,-2.4800,2days
lr,2000-04-11,0.493048860191336,-4.0000,2days
lr,2000-04-12,0.517002609215807,-7.5400,2days
lr,2000-04-13,0.585882384737089,-2.7100,2days
lr,2000-04-14,0.643310997345633,6.2700,2days
lr,2000-04-17,0.696652014569449,1.8600,2days
lr,2000-04-18,0.497888208409235,-0.4900,2days
lr,2000-04-19,0.463198641537445,0.1700,2days
lr,2000-04-20,0.50582884241964,2.9900,2days
lr,2000-04-24,0.434626412073291,2.1800,2days
lr,2000-04-25,0.447347750323699,-0.8500,2days
lr,2000-04-26,0.438313505392353,-0.5900,2days
lr,2000-04-27,0.495304212715705,0.2300,2days
lr,2000-04-28,0.512941841339955,-0.4200,2days
lr,2000-05-01,0.541688772210131,-3.6200,2days
lr,2000-05-02,0.544121087045228,-2.5400,2days
lr,2000-05-03,0.566399399236738,1.2400,2days
lr,2000-05-04,0.604371560546825,1.0400,2days
lr,2000-05-05,0.552848484071456,-1.4300,2days
lr,2000-05-08,0.528724931771649,-2.8900,2days
lr,2000-05-09,0.530823365509054,-0.3100,2days
lr,2000-05-10,0.543105435465676,2.7400,2days
lr,2000-05-11,0.553916203528951,3.1600,2days
lr,2000-05-12,0.495397418672377,3.1700,2days
lr,2000-05-15,0.455593215500391,-0.3100,2days
lr,2000-05-16,0.424716675605042,-1.9700,2days
lr,2000-05-17,0.445793422975734,-2.8200,2days
lr,2000-05-18,0.514840988916516,-2.5400,2days
lr,2000-05-19,0.540562019727321,-2.3500,2days
lr,2000-05-22,0.591880950787796,-0.1200,2days
lr,2000-05-23,0.599553091671729,0.5600,2days
lr,2000-05-24,0.599669370094561,-1.5000,2days
lr,2000-05-25,0.543110718879397,2.9600,2days
lr,2000-05-26,0.55964088241916,3.0900,2days
lr,2000-05-30,0.513986520501327,1.8500,2days
lr,2000-05-31,0.423977634391513,3.9900,2days
lr,2000-06-01,0.478786975522459,1.3000,2days
lr,2000-06-02,0.419264743958253,-1.3100,2days
lr,2000-06-05,0.430243825146139,0.2500,2days
lr,2000-06-06,0.522171769211967,0.2600,2days
lr,2000-06-07,0.532389727505915,-0.9800,2days
lr,2000-06-08,0.5247304207815,-1.0700,2days
lr,2000-06-09,0.572064578159091,0.8600,2days
lr,2000-06-12,0.573618898342267,1.7000,2days
lr,2000-06-13,0.540091007759554,0.6300,2days
lr,2000-06-14,0.513714110383216,-0.4100,2days
lr,2000-06-15,0.514303377405627,0.4900,2days
lr,2000-06-16,0.511106546777681,0.7800,2days
lr,2000-06-19,0.516492845878111,-0.4600,2days
lr,2000-06-20,0.504680254189761,-1.6100,2days
lr,2000-06-21,0.529229073672016,-2.5500,2days
lr,2000-06-22,0.549591225470254,0.2200,2days
lr,2000-06-23,0.579794469307774,0.6300,2days
lr,2000-06-26,0.581361114008792,-0.0300,2days
lr,2000-06-27,0.535912411176547,-0.5600,2days
lr,2000-06-28,0.548475393822592,-0.0200,2days
lr,2000-06-29,0.525976070539286,1.8800,2days
lr,2000-06-30,0.532209481156833,-0.5800,2days
lr,2000-07-03,0.502138018652287,-0.8800,2days
lr,2000-07-05,0.512311073540355,2.2600,2days
lr,2000-07-06,0.555576935565109,1.3000,2days
lr,2000-07-07,0.50307400493233,0.1300,2days
lr,2000-07-10,0.497284574172397,1.1700,2days
lr,2000-07-11,0.531755117030292,1.0100,2days
lr,2000-07-12,0.511940003756957,1.1400,2days
lr,2000-07-13,0.507881450052202,0.9800,2days
lr,2000-07-14,0.526792983677022,-1.0800,2days
lr,2000-07-17,0.507355526240528,-1.8900,2days
lr,2000-07-18,0.5209749663452,0.1200,2days
lr,2000-07-19,0.568471041949658,-0.1200,2days
lr,2000-07-20,0.557334342809308,-2.0900,2days
lr,2000-07-21,0.546827993559096,-0.3900,2days
lr,2000-07-24,0.583517872824311,-0.8100,2days
lr,2000-07-25,0.574424677584443,-1.6900,2days
lr,2000-07-26,0.551477703883246,-2.2400,2days
lr,2000-07-27,0.590515419713498,-1.3000,2days
lr,2000-07-28,0.590131842337119,1.2800,2days
lr,2000-07-31,0.596051168006594,0.5500,2days
lr,2000-08-01,0.560577251201498,1.0100,2days
lr,2000-08-02,0.532693579843627,1.6800,2days
lr,2000-08-03,0.534704955904285,1.8400,2days
lr,2000-08-04,0.489778611368693,1.3600,2days
lr,2000-08-07,0.490049740421951,-0.4400,2days
lr,2000-08-08,0.494144580520774,-1.5200,2days
lr,2000-08-09,0.518506494477698,-0.0700,2days
lr,2000-08-10,0.553821487210582,2.1400,2days
lr,2000-08-11,0.567551061592401,0.8600,2days
lr,2000-08-14,0.533387559017522,-0.7900,2days
lr,2000-08-15,0.521561366353178,0.7800,2days
lr,2000-08-16,0.548267711413596,0.8000,2days
lr,2000-08-17,0.532485332314243,0.2300,2days
lr,2000-08-18,0.514333405496505,0.4300,2days
lr,2000-08-21,0.539619616119537,0.4300,2days
